REGION,PRIMARY_SAMPLE_UNIT,STATION_NR,YEAR,MONTH,DAY,HABITAT_CD,MEAN_RUG,LAT_DEGREES,LON_DEGREES,MAPGRID_NR,SUB_REGION_NR,ZONE_NR,MPA_NR,PROT,DEPTH_STRAT,MIN_DEPTH,MAX_DEPTH,METERS_COMPLETED,SPECIES_CD,N,JUV,MAX_DIAMETER,PERP_DIAMETER,HEIGHT,OLD_MORT,RECENT_MORT,BLEACH_CONDITION,DISEASE,survey_type,analysis_group,strat_cora
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MAD AURE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MAD DECA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MAD FORM,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MAD SENA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MAN AREO,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MEA MEAN,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MON CAVE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MUS ANGU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MYC ALIC,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,MYC LAMA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,OCU DIFF,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,ORB ANNU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,ORB FAVE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,ORB FRAN,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,POR ASTR,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,POR DIVA,1,0,7,5,4,60,0,N,A,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,POR DIVA,1,0,18,9,7,75,0,N,A,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,POR FURC,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,POR PORI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,POR SPE.,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,PSE CLIV,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,PSE STRI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,SCO CUBE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,SCO LACE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,SID RADI,1,1,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,SID SIDE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,SID SPE.,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,SOL BOUR,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,SOL HYAD,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1006,1,2022,8,2,ISOL_LR,0.071333333,24.9494,-80.55943,3528306,10,1,0,0,CD0,4,4,10,STE INTE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,ACR CERV,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,AGA AGAR,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,AGA FRAG,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,AGA HUMI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,AGA LAMA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,CLA ABRU,1,0,6,4,3,20,0,N,A,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,COL NATA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,DIC STOK,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,DIP LABY,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,EUS FAST,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,FAV FRAG,1,1,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,HEL CUCU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,ISO RIGI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MAD AURE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MAD DECA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MAD FORM,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MAD SENA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MAN AREO,1,0,4,2,1,0,0,N,A,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MAN AREO,1,0,4,2,1,0,0,N,A,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MAN AREO,1,0,4,2,1,0,0,N,A,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MAN AREO,1,0,4,2,1,0,0,N,A,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MEA MEAN,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MON CAVE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MUS ANGU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MYC ALIC,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,MYC LAMA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,OCU DIFF,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,ORB ANNU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,ORB FAVE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,ORB FRAN,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,POR ASTR,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,POR DIVA,1,0,5,2,4,0,0,N,A,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,POR FURC,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,POR PORI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,POR SPE.,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,PSE CLIV,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,PSE STRI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,SCO CUBE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,SCO LACE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,SID RADI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,SID SIDE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,SID SPE.,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,SOL BOUR,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,SOL HYAD,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1008,1,2022,8,4,ISOL_LR,0.073333333,25.21248,-80.32474,3840821,11,1,0,0,CD0,2.4,2.7,10,STE INTE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,ACR CERV,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,AGA AGAR,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,AGA FRAG,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,AGA HUMI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,AGA LAMA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,CLA ABRU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,COL NATA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,DIC STOK,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,DIP LABY,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,EUS FAST,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,FAV FRAG,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,HEL CUCU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,ISO RIGI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MAD AURE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MAD DECA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MAD FORM,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MAD SENA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MAN AREO,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MEA MEAN,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MON CAVE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MUS ANGU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MYC ALIC,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,MYC LAMA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,OCU DIFF,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,ORB ANNU,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,ORB FAVE,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,ORB FRAN,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,POR ASTR,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,POR DIVA,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,POR FURC,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,POR PORI,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
FLK,1010,1,2022,8,31,ISOL_LR,0.06,25.73747,-80.11803,4150162,12,1,0,0,CD0,8.8,8.8,10,POR SPE.,0,0,.,.,.,.,.,.,.,NCRMP,NCRMP_GRP,CFK01
