analysis_group,REGION,YEAR,PRIMARY_SAMPLE_UNIT,SUB_REGION_NR,ZONE_NR,PROT,strat_cora,METERS_COMPLETED,survey_type,LAT_DEGREES,LON_DEGREES,MAPGRID_NR,species_cd,N,JUV,MAX_DIAMETER,PERP_DIAMETER,HEIGHT,OLD_MORT,RECENT_MORT,BLEACH_CONDITION,DISEASE
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,EUS FAST,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,FAV FRAG,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,HEL CUCU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,ISO RIGI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MAD AURE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MAD DECA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MAD FORM,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MAD SENA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MAN AREO,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MEA MEAN,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MON CAVE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MUS ANGU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MYC ALIC,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MYC LAMA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,OCU DIFF,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,ORB FAVE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,ORB FRAN,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,POR ASTR,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,POR DIVA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,POR FURC,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,POR PORI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,POR SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,PSE CLIV,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,PSE STRI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,SCO CUBE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,SCO LACE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,SID RADI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,SID SIDE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,SID SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,SOL BOUR,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,SOL HYAD,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,STE INTE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,ACR PALM,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,AGA SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,ISO SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,MYC FERO,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,OCU SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,PHY AMER,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,POR BRAN,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9003,8,1,2,CFK01,10,MIR,24.61499,-81.39347,2459712,SCO SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,ACR CERV,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,AGA AGAR,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,AGA FRAG,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,AGA HUMI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,AGA LAMA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,CLA ABRU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,DIC STOK,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,DIP LABY,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,EUS FAST,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,FAV FRAG,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,HEL CUCU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,ISO RIGI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MAD AURE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MAD DECA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MAD FORM,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MAD SENA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MAN AREO,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MEA MEAN,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MON CAVE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MUS ANGU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MYC ALIC,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MYC LAMA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,OCU DIFF,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,ORB FAVE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,POR DIVA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,POR FURC,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,POR PORI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,POR SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,PSE CLIV,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,PSE STRI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,SCO CUBE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,SCO LACE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,SID RADI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,SID SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,SOL BOUR,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,SOL HYAD,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,ACR PALM,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,AGA SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,ISO SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,MYC FERO,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,OCU SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,PHY AMER,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,POR BRAN,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9007,8,1,2,CFK01,10,MIR,24.61505,-81.38361,2459732,SCO SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,ACR CERV,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,AGA FRAG,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,AGA HUMI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,AGA LAMA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,CLA ABRU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,COL NATA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,DIP LABY,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,EUS FAST,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,FAV FRAG,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,HEL CUCU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,ISO RIGI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MAD AURE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MAD DECA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MAD FORM,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MAD SENA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MAN AREO,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MEA MEAN,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MON CAVE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MUS ANGU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MYC ALIC,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MYC LAMA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,OCU DIFF,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,ORB ANNU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,ORB FAVE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,ORB FRAN,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,POR DIVA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,POR FURC,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,POR PORI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,POR SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,PSE CLIV,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,PSE STRI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,SCO CUBE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,SCO LACE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,SID RADI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,SID SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,SOL BOUR,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,SOL HYAD,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,STE INTE,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,AGA SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,ISO SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,MYC FERO,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,OCU SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,PHY AMER,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,POR BRAN,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9047,8,4,2,CFK05,10,MIR,24.461,-81.8419,1934672,SCO SPE.,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9048,8,4,2,CFK05,10,MIR,24.5459,-81.4066,2169451,ACR CERV,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9048,8,4,2,CFK05,10,MIR,24.5459,-81.4066,2169451,AGA FRAG,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9048,8,4,2,CFK05,10,MIR,24.5459,-81.4066,2169451,AGA HUMI,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9048,8,4,2,CFK05,10,MIR,24.5459,-81.4066,2169451,AGA LAMA,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9048,8,4,2,CFK05,10,MIR,24.5459,-81.4066,2169451,CLA ABRU,0,0,,,,,,AA,A
MIR_GRP,FLK,2022,9048,8,4,2,CFK05,10,MIR,24.5459,-81.4066,2169451,COL NATA,0,0,,,,,,AA,A
