"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETE","METER","RUG"
"FLK",8056,1,2024,8,25,"SPGR_LR","CFK05",24.46006,-81.84296,1932922,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD1",4.2671998634496,4.8767998439424,15,"14",0.25
"FLK",8056,1,2024,8,25,"SPGR_LR","CFK05",24.46006,-81.84296,1932922,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD1",4.2671998634496,4.8767998439424,15,"15",0.15
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"1",0.11
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"2",0.06
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"3",0.09
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"4",0.03
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"5",0.11
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"6",0.03
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"7",0.1
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"8",0.04
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"9",0.15
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"10",0.03
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"11",0.08
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"12",0.25
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"13",0.05
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"14",0.18
"FLK",8191,1,2024,8,25,"SPGR_LR","CFK06",24.46193,-81.84039,1936447,"Lower Keys",8,"Forereef",4,"East_Dry_Rocks",21,NA,1,"CD2",5.79119981468161,6.40079979517441,15,"15",0.22
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"1",0.31
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"2",0.45
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"3",3.25
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"4",3
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"5",0.75
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"6",1.3
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"7",0.3
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"8",0.32
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"9",0.25
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"10",0.18
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"11",0.46
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"12",1
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"13",0.4
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"14",0.49
"FLK",8059,1,2024,8,26,"SPGR_HR","CFK05",24.54549,-81.40946,2167787,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD1",2.7431999122176,5.79119981468161,15,"15",0.45
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"1",0.08
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"2",0.06
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"3",0.05
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"4",0.06
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"5",0.1
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"6",0.14
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"7",0.12
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"8",0.08
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"9",0.12
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"10",0.07
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"11",0.14
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"12",0.07
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"13",0.06
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"14",0.1
"FLK",8090,1,2024,8,25,"SPGR_LR","CFK06",24.4596,-81.84245,1932057,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.61999975616001,15,"15",0.02
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"1",0.15
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"2",0.53
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"3",0.17
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"4",0.21
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"5",0.4
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"6",0.44
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"7",0.18
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"8",0.28
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"9",0.22
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"10",0.51
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"11",0.31
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"12",0.23
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"13",0.11
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"14",0.06
"FLK",8092,1,2024,8,25,"SPGR_LR","CFK07",24.45869,-81.84345,1930331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,9.44879969763841,15,"15",0.25
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"1",0.9
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"2",0.37
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"3",0.35
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"4",0.26
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"5",0.27
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"6",0.45
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"7",0.4
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"8",0.24
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"9",0.07
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"10",0.25
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"11",0.65
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"12",0.06
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"13",0.16
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"14",0.2
"FLK",8192,1,2024,8,25,"SPGR_MR","CFK07",24.46016,-81.84087,1932926,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.0583996781312,15,"15",0.4
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"1",0.24
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"2",0.28
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"3",0.06
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"4",0.03
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"5",0.09
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"6",0.1
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"7",0.04
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"8",0.11
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"9",0.05
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"10",0.09
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"11",0.1
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"12",0.17
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"13",0.13
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"14",0.1
"FLK",8356,1,2024,8,25,"SPGR_LR","CFK06",24.4592,-81.84196,1931192,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,9.44879969763841,15,"15",0.16
"FLK",8072,1,2024,8,26,"SPGR_MR","CFK07",24.54502,-81.4061,2166136,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD2",7.92479974640641,8.53439972689921,15,"1",0.4
"FLK",8072,1,2024,8,26,"SPGR_MR","CFK07",24.54502,-81.4061,2166136,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD2",7.92479974640641,8.53439972689921,15,"2",0.35
"FLK",8072,1,2024,8,26,"SPGR_MR","CFK07",24.54502,-81.4061,2166136,"Lower Keys",8,"Forereef",4,"Looe_Key",16,NA,1,"CD2",7.92479974640641,8.53439972689921,15,"3",0.5
