analysis_group,SPECIES_CD,n,PVbar,YEAR,SE_PV,cv_PV,PV_LCI,PV_UCI,PV_type
MIR_GRP,SOL HYAD,121,,2024,0,,,,Disease_all
MIR_GRP,STE INTE,121,0.067458842,2024,0.0740724275,1.0980388236,-0.079278066,0.2141957503,Disease_all
NCRMP_GRP,ACR CERV,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,ACR PALM,346,,2024,0,,,,Disease_all
NCRMP_GRP,AGA AGAR,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,AGA FRAG,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,AGA GRAH,346,,2024,0,,,,Disease_all
NCRMP_GRP,AGA HUMI,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,AGA LAMA,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,AGA SPE.,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,CLA ABRU,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,COL NATA,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,DIC STOK,346,0.0393495496,2024,0.0191674311,0.4871067479,0.0016474721,0.0770516272,Disease_all
NCRMP_GRP,DIP LABY,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,EUS FAST,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,FAV FRAG,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,HEL CUCU,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,ISO RIGI,346,,2024,0,,,,Disease_all
NCRMP_GRP,ISO SPE.,346,,2024,0,,,,Disease_all
NCRMP_GRP,MAD AURE,346,,2024,0,,,,Disease_all
NCRMP_GRP,MAD DECA,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,MAD FORM,346,,2024,0,,,,Disease_all
NCRMP_GRP,MAD SENA,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,MAD SPE.,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,MAN AREO,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,MEA MEAN,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,MON CAVE,346,0.0230887174,2024,0.0089068776,0.3857675353,0.0055690097,0.0406084251,Disease_all
NCRMP_GRP,MUS ANGU,346,,2024,0,,,,Disease_all
NCRMP_GRP,MYC ALIC,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,MYC FERO,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,MYC LAMA,346,,2024,0,,,,Disease_all
NCRMP_GRP,MYC SPE.,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,OCU DIFF,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,OCU SPE.,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,ORB ANCX,346,,2024,0,,,,Disease_all
NCRMP_GRP,ORB ANNU,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,ORB FAVE,346,0.1135980388,2024,0.0577703648,0.5085507235,-0.000035487,0.2272315642,Disease_all
NCRMP_GRP,ORB FRAN,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,ORB SPE.,346,,2024,0,,,,Disease_all
NCRMP_GRP,PHY AMER,346,,2024,0,,,,Disease_all
NCRMP_GRP,POR ASTR,346,0.0354979248,2024,0.0383861373,1.0813628538,-0.040007087,0.1110029371,Disease_all
NCRMP_GRP,POR BRAN,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,POR COLO,346,,2024,0,,,,Disease_all
NCRMP_GRP,POR DIVA,346,0.1048952215,2024,0.0307671729,0.2933133888,0.044376609,0.165413834,Disease_all
NCRMP_GRP,POR FURC,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,POR PORI,346,0.0562552948,2024,0.0357328228,0.6351903927,-0.014030684,0.1265412734,Disease_all
NCRMP_GRP,POR SPE.,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,PSE CLIV,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,PSE SPE.,346,,2024,0,,,,Disease_all
NCRMP_GRP,PSE STRI,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,SCO CUBE,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,SCO LACE,346,,2024,0,,,,Disease_all
NCRMP_GRP,SCO SPE.,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,SID RADI,346,0.018969294,2024,0.0133295817,0.7026925586,-0.007249813,0.0451884008,Disease_all
NCRMP_GRP,SID SIDE,346,0.7454409864,2024,0.0917905623,0.1231359208,0.5648901932,0.9259917796,Disease_all
NCRMP_GRP,SID SPE.,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,SOL BOUR,346,0.0157058796,2024,0.019833207,1.2627886838,-0.02330577,0.0547175292,Disease_all
NCRMP_GRP,SOL HYAD,346,0,2024,0,,0,0,Disease_all
NCRMP_GRP,STE INTE,346,0.6863875009,2024,0.138364526,0.2015836912,0.4142263516,0.9585486502,Disease_all
