analysis_group,SPECIES_CD,n,PVbar,YEAR,SE_PV,cv_PV,PV_LCI,PV_UCI,PV_type
NCRMP_GRP,POR DIVA,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,POR FURC,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,POR PORI,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,POR SPE.,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,PSE CLIV,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,PSE STRI,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,SCO CUBE,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,SCO LACE,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,SCO SPE.,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,SID RADI,243,0.0890274537,2022,0.0518895012,0.5828483131,-0.01319611,0.1912510169,Disease_all
NCRMP_GRP,SID SIDE,243,1.5516781404,2022,0.279572308,0.1801741616,1.0009139809,2.1024422998,Disease_all
NCRMP_GRP,SID SPE.,243,,2022,0,,,,Disease_all
NCRMP_GRP,SOL BOUR,243,0.0567820622,2022,0.0492737519,0.8677696784,-0.040288412,0.1538525364,Disease_all
NCRMP_GRP,SOL HYAD,243,0,2022,0,,0,0,Disease_all
NCRMP_GRP,STE INTE,243,1.3860066669,2022,0.3811072147,0.2749678077,0.6352163034,2.1367970304,Disease_all
