YEAR,SPECIES_CD,analysis_group,strat_cora,ntot,n,avdens,se_dns,cv_dns,avp,se_p,abd,se_abd
2024,DIC STOK,MIR_GRP,CFK02,110,12,0,0,0,0,0,0,0
2022,DIP LABY,MIR_GRP,CFK02,110,16,0.06875,0.02187364714431362,31.81621402809254,0.4375,0.11840560106530587,18906.250000000004,24.06101
2024,DIP LABY,MIR_GRP,CFK02,110,12,0.03333,0.017747333896177362,53.242001688532085,0.25,0.12323128828841781,9166.666666666668,19.52207
2022,MEA MEAN,MIR_GRP,CFK02,110,16,0,0,0,0,0,0,0
2024,MEA MEAN,MIR_GRP,CFK02,110,12,0,0,0,0,0,0,0
2022,MON CAVE,MIR_GRP,CFK02,110,16,0.1,0.027988092706244444,27.988092706244444,0.5625,0.11840560106530587,27500,30.7869
2024,MON CAVE,MIR_GRP,CFK02,110,12,0.175,0.05938446894193087,33.93398225253193,0.5833333333333334,0.14030499376857677,48125,65.32292
2022,PSE CLIV,MIR_GRP,CFK02,110,16,0.00625,0.005777601735857346,92.44162777371753,0.0625,0.05777601735857346,1718.75,6.35536
2024,PSE CLIV,MIR_GRP,CFK02,110,12,0,0,0,0,0,0,0
2022,PSE STRI,MIR_GRP,CFK02,110,16,0.0375,0.018632205744599614,49.685881985598975,0.25,0.10335288182638247,10312.5,20.49543
2024,PSE STRI,MIR_GRP,CFK02,110,12,0.01667,0.010606060606060608,63.63636363636363,0.16666666666666666,0.10606060606060605,4583.333333333334,11.66667
2022,ACR CERV,MIR_GRP,CFK03,78,7,0,0,0,0,0,0,0
2024,ACR CERV,MIR_GRP,CFK03,78,11,0,0,0,0,0,0,0
2022,ACR PALM,MIR_GRP,CFK03,78,7,0,0,0,0,0,0,0
2024,ACR PALM,MIR_GRP,CFK03,78,11,0,0,0,0,0,0,0
2022,COL NATA,MIR_GRP,CFK03,78,7,0,0,0,0,0,0,0
2024,COL NATA,MIR_GRP,CFK03,78,11,0,0,0,0,0,0,0
2022,DIC STOK,MIR_GRP,CFK03,78,7,0.01429,0.013629622677757552,95.40735874430285,0.14285714285714285,0.1362962267775755,2785.7142857142862,10.63111
2024,DIC STOK,MIR_GRP,CFK03,78,11,0,0,0,0,0,0,0
2022,DIP LABY,MIR_GRP,CFK03,78,7,0.01429,0.013629622677757552,95.40735874430287,0.14285714285714285,0.1362962267775755,2785.7142857142853,10.63111
2024,DIP LABY,MIR_GRP,CFK03,78,11,0,0,0,0,0,0,0
2022,MEA MEAN,MIR_GRP,CFK03,78,7,0,0,0,0,0,0,0
2024,MEA MEAN,MIR_GRP,CFK03,78,11,0,0,0,0,0,0,0
2022,MON CAVE,MIR_GRP,CFK03,78,7,0,0,0,0,0,0,0
2024,MON CAVE,MIR_GRP,CFK03,78,11,0.03636,0.025832196859251474,71.03854136294156,0.18181818181818182,0.11304039525739965,7090.90909090909,20.14911
2022,PSE CLIV,MIR_GRP,CFK03,78,7,0.01429,0.013629622677757552,95.40735874430285,0.14285714285714285,0.1362962267775755,2785.7142857142862,10.63111
2024,PSE CLIV,MIR_GRP,CFK03,78,11,0,0,0,0,0,0,0
2022,PSE STRI,MIR_GRP,CFK03,78,7,0,0,0,0,0,0,0
2024,PSE STRI,MIR_GRP,CFK03,78,11,0,0,0,0,0,0,0
2024,ACR CERV,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2024,ACR PALM,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2024,COL NATA,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2024,DIC STOK,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2024,DIP LABY,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2024,MEA MEAN,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2024,MON CAVE,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2024,PSE CLIV,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2024,PSE STRI,MIR_GRP,CFK04,77,4,0,0,0,0,0,0,0
2022,ACR CERV,MIR_GRP,CFK05,202,25,0.008,0.005183752224857287,64.79690281071612,0.08,0.05183752224857287,4039.999999999998,10.47118
2024,ACR CERV,MIR_GRP,CFK05,202,38,0.02368,0.0190532846410863,80.4472018179199,0.05263157894736842,0.033077145897954324,11960.526315789475,38.48763
2022,ACR PALM,MIR_GRP,CFK05,202,25,0.056,0.04866393138477185,86.89987747280688,0.08,0.05183752224857287,28279.999999999996,98.30114
2024,ACR PALM,MIR_GRP,CFK05,202,38,0,0,0,0,0,0,0
2022,COL NATA,MIR_GRP,CFK05,202,25,0.004,0.0037443026026481915,93.60756506620484,0.04,0.03744302602648192,2019.9999999999989,7.56349
2024,COL NATA,MIR_GRP,CFK05,202,38,0,0,0,0,0,0,0
2022,DIC STOK,MIR_GRP,CFK05,202,25,0.004,0.0037443026026481923,93.60756506620483,0.04,0.03744302602648192,2019.9999999999998,7.56349
2024,DIC STOK,MIR_GRP,CFK05,202,38,0.00526,0.003307714589795434,62.84657720611327,0.05263157894736842,0.033077145897954324,2657.8947368421045,6.68158
2022,DIP LABY,MIR_GRP,CFK05,202,25,0,0,0,0,0,0,0
2024,DIP LABY,MIR_GRP,CFK05,202,38,0,0,0,0,0,0,0
2022,MEA MEAN,MIR_GRP,CFK05,202,25,0,0,0,0,0,0,0
2024,MEA MEAN,MIR_GRP,CFK05,202,38,0.00263,0.002371169732663565,90.10444984121546,0.02631578947368421,0.023711697326635656,1328.947368421053,4.78976
2022,MON CAVE,MIR_GRP,CFK05,202,25,0.016,0.010367504449714574,64.7969028107161,0.08,0.05183752224857287,8079.999999999999,20.94236
2024,MON CAVE,MIR_GRP,CFK05,202,38,0.03158,0.011324864226294565,35.86207004993278,0.21052631578947367,0.06039032982066353,15947.368421052635,22.87623
2022,PSE CLIV,MIR_GRP,CFK05,202,25,0.004,0.0037443026026481923,93.60756506620483,0.04,0.03744302602648192,2019.9999999999998,7.56349
2024,PSE CLIV,MIR_GRP,CFK05,202,38,0.00789,0.003994444857466089,50.59630152790378,0.07894736842105263,0.03994444857466089,3986.842105263159,8.06878
2022,PSE STRI,MIR_GRP,CFK05,202,25,0,0,0,0,0,0,0
2024,PSE STRI,MIR_GRP,CFK05,202,38,0.00263,0.0023711697326635655,90.10444984121543,0.02631578947368421,0.023711697326635656,1328.9473684210534,4.78976
2022,ACR CERV,MIR_GRP,CFK06,109,4,0,0,0,0,0,0,0
2024,ACR CERV,MIR_GRP,CFK06,109,12,0,0,0,0,0,0,0
2022,ACR PALM,MIR_GRP,CFK06,109,4,0,0,0,0,0,0,0
2024,ACR PALM,MIR_GRP,CFK06,109,12,0,0,0,0,0,0,0
2022,COL NATA,MIR_GRP,CFK06,109,4,0,0,0,0,0,0,0
2024,COL NATA,MIR_GRP,CFK06,109,12,0,0,0,0,0,0,0
2022,DIC STOK,MIR_GRP,CFK06,109,4,0.025,0.024536996967507788,98.14798787003114,0.25,0.24536996967507785,6812.5,26.74533
2024,DIC STOK,MIR_GRP,CFK06,109,12,0.04167,0.01820627236029781,43.69505366471474,0.3333333333333333,0.13408185777147172,11354.166666666668,19.84484
2022,DIP LABY,MIR_GRP,CFK06,109,4,0,0,0,0,0,0,0
2024,DIP LABY,MIR_GRP,CFK06,109,12,0.01667,0.010600101586614978,63.600609519689854,0.16666666666666666,0.10600101586614974,4541.666666666668,11.55411
2022,MEA MEAN,MIR_GRP,CFK06,109,4,0.025,0.02453699696750779,98.14798787003116,0.25,0.24536996967507785,6812.5,26.74533
2024,MEA MEAN,MIR_GRP,CFK06,109,12,0,0,0,0,0,0,0
2022,MON CAVE,MIR_GRP,CFK06,109,4,0.025,0.02453699696750779,98.14798787003116,0.25,0.24536996967507785,6812.5,26.74533
2024,MON CAVE,MIR_GRP,CFK06,109,12,0.06667,0.026816371554294345,40.22455733144151,0.4166666666666667,0.14022616335102206,18166.66666666667,29.22984
2022,PSE CLIV,MIR_GRP,CFK06,109,4,0,0,0,0,0,0,0
2024,PSE CLIV,MIR_GRP,CFK06,109,12,0,0,0,0,0,0,0
2022,PSE STRI,MIR_GRP,CFK06,109,4,0.05,0.049073993935015575,98.14798787003114,0.25,0.24536996967507785,13625,53.49065
2024,PSE STRI,MIR_GRP,CFK06,109,12,0.01667,0.015722491469942868,94.33494881965719,0.08333333333333333,0.07861245734971431,4541.666666666668,17.13752
2022,ACR CERV,MIR_GRP,CFK07,339,34,0.15882,0.07745915180932414,48.770577065130006,0.14705882352941177,0.05847876398065834,134602.9411764706,262.58652
2024,ACR CERV,MIR_GRP,CFK07,339,34,0.00294,0.002789787689502961,94.85278144310072,0.029411764705882353,0.02789787689502961,2492.647058823528,9.45738
2022,ACR PALM,MIR_GRP,CFK07,339,34,0,0,0,0,0,0,0
2024,ACR PALM,MIR_GRP,CFK07,339,34,0,0,0,0,0,0,0
2022,COL NATA,MIR_GRP,CFK07,339,34,0,0,0,0,0,0,0
2024,COL NATA,MIR_GRP,CFK07,339,34,0.00294,0.002789787689502961,94.8527814431007,0.029411764705882353,0.02789787689502961,2492.647058823529,9.45738
2022,DIC STOK,MIR_GRP,CFK07,339,34,0.01765,0.0062946099578790205,35.66945642798111,0.17647058823529413,0.06294609957879022,14955.88235294118,21.33873
2024,DIC STOK,MIR_GRP,CFK07,339,34,0.01471,0.009072498332912819,61.69298866380718,0.08823529411764706,0.04683339677929633,12463.235294117647,30.75577
2022,DIP LABY,MIR_GRP,CFK07,339,34,0.00882,0.0046833396779296325,53.0778496832025,0.08823529411764706,0.04683339677929633,7477.941176470587,15.87652
2024,DIP LABY,MIR_GRP,CFK07,339,34,0.00294,0.002789787689502961,94.85278144310072,0.029411764705882353,0.02789787689502961,2492.647058823528,9.45738
2022,MEA MEAN,MIR_GRP,CFK07,339,34,0,0,0,0,0,0,0
2024,MEA MEAN,MIR_GRP,CFK07,339,34,0,0,0,0,0,0,0
2022,MON CAVE,MIR_GRP,CFK07,339,34,0.02059,0.007785396674647259,37.81478384828668,0.17647058823529413,0.06294609957879022,17448.52941176471,26.39249
2024,MON CAVE,MIR_GRP,CFK07,339,34,0.03529,0.01258921991575804,35.6694564279811,0.23529411764705882,0.07003995382118808,29911.76470588236,42.67746
2022,PSE CLIV,MIR_GRP,CFK07,339,34,0,0,0,0,0,0,0
2024,PSE CLIV,MIR_GRP,CFK07,339,34,0,0,0,0,0,0,0
2022,PSE STRI,MIR_GRP,CFK07,339,34,0.00588,0.003885117612821901,66.04699941797233,0.058823529411764705,0.03885117612821901,4985.294117647058,13.17055
2024,PSE STRI,MIR_GRP,CFK07,339,34,0.00294,0.002789787689502961,94.85278144310072,0.029411764705882353,0.02789787689502961,2492.647058823528,9.45738
2022,ACR CERV,NCRMP_GRP,CFK01,4718,27,0,0,0,0,0,0,0
2024,ACR CERV,NCRMP_GRP,CFK01,4718,24,0,0,0,0,0,0,0
2022,ACR PALM,NCRMP_GRP,CFK01,4718,27,0,0,0,0,0,0,0
2024,ACR PALM,NCRMP_GRP,CFK01,4718,24,0,0,0,0,0,0,0
2022,COL NATA,NCRMP_GRP,CFK01,4718,27,0.07778,0.0293129993765017,37.68814205550219,0.25925925925925924,0.08569733724367587,917388.8888888889,1382.98731
2024,COL NATA,NCRMP_GRP,CFK01,4718,24,0.0625,0.02867638973907981,45.8822235825277,0.20833333333333334,0.08446547277869254,737187.5,1352.95207
2022,DIC STOK,NCRMP_GRP,CFK01,4718,27,0.01481,0.006946998797941355,46.89224188610413,0.14814814814814814,0.06946998797941356,174740.7407407408,327.7594
2024,DIC STOK,NCRMP_GRP,CFK01,4718,24,0.0125,0.009130170841670247,73.04136673336197,0.08333333333333333,0.05748357275971469,147437.50000000003,430.76146
2022,DIP LABY,NCRMP_GRP,CFK01,4718,27,0.01111,0.006145674553045157,55.31107097740641,0.1111111111111111,0.06145674553045155,131055.55555555556,289.95293
2024,DIP LABY,NCRMP_GRP,CFK01,4718,24,0.00417,0.0041560554440066575,99.74533065615975,0.041666666666666664,0.04156055444006659,49145.83333333334,196.0827
2022,MEA MEAN,NCRMP_GRP,CFK01,4718,27,0,0,0,0,0,0,0
2024,MEA MEAN,NCRMP_GRP,CFK01,4718,24,0,0,0,0,0,0,0
2022,MON CAVE,NCRMP_GRP,CFK01,4718,27,0.14815,0.04066271892109941,27.44733527174211,0.4444444444444444,0.09717164672879994,1747407.4074074072,1918.46708
2024,MON CAVE,NCRMP_GRP,CFK01,4718,24,0.15833,0.09973027134745224,62.98753979839089,0.3333333333333333,0.09804431112840822,1867541.6666666665,4705.2742
2022,PSE CLIV,NCRMP_GRP,CFK01,4718,27,0.00741,0.005121395460870964,69.13883872175798,0.07407407407407407,0.05121395460870963,87370.3703703704,241.62744
2024,PSE CLIV,NCRMP_GRP,CFK01,4718,24,0,0,0,0,0,0,0
2022,PSE STRI,NCRMP_GRP,CFK01,4718,27,0.01852,0.011945044226727066,64.50323882432616,0.1111111111111111,0.06145674553045155,218425.9259259259,563.56719
2024,PSE STRI,NCRMP_GRP,CFK01,4718,24,0.00833,0.005748357275971471,68.98028731165763,0.08333333333333333,0.05748357275971469,98291.66666666669,271.2075
2022,ACR CERV,NCRMP_GRP,CFK02,30239,79,0.00633,0.0032890806650351058,51.96747450755469,0.05063291139240506,0.024792378343486486,478465.18987341755,994.5851
2024,ACR CERV,NCRMP_GRP,CFK02,30239,109,0,0,0,0,0,0,0
2022,ACR PALM,NCRMP_GRP,CFK02,30239,79,0,0,0,0,0,0,0
2024,ACR PALM,NCRMP_GRP,CFK02,30239,109,0,0,0,0,0,0,0
2022,COL NATA,NCRMP_GRP,CFK02,30239,79,0.03671,0.010970452328177904,29.885025307794965,0.189873417721519,0.044349954639943526,2775098.101265824,3317.35508
2024,COL NATA,NCRMP_GRP,CFK02,30239,109,0.02752,0.0072291129401162064,26.265777015755543,0.1651376146788991,0.035664359292866266,2080665.1376146795,2186.01146
2022,DIC STOK,NCRMP_GRP,CFK02,30239,79,0.03671,0.00866197116061375,23.596404196154705,0.22784810126582278,0.047430612557411427,2775098.101265822,2619.29346
2024,DIC STOK,NCRMP_GRP,CFK02,30239,109,0.03486,0.007170873575885059,20.569084730828195,0.23853211009174313,0.040935792052914234,2635509.1743119266,2168.40046
2022,DIP LABY,NCRMP_GRP,CFK02,30239,79,0.01786,0.005354632229309754,29.97750799243492,0.13924050632911392,0.0391478902750872,1350335.0914205345,1619.18724
2024,DIP LABY,NCRMP_GRP,CFK02,30239,109,0.02294,0.005616263004133796,24.48690669802336,0.1743119266055046,0.03643976208867528,1733887.6146788986,1698.30177
2022,MEA MEAN,NCRMP_GRP,CFK02,30239,79,0.00253,0.0017763065771866171,70.16410979887137,0.02531645569620253,0.017763065771866163,191386.0759493671,537.13735
2024,MEA MEAN,NCRMP_GRP,CFK02,30239,109,0.00275,0.0015714155182922946,57.094763831286684,0.027522935779816515,0.015714155182922962,208066.51376146794,475.18034
2022,MON CAVE,NCRMP_GRP,CFK02,30239,79,0.27999,0.03797953040862091,13.564458681667446,0.6582278481012658,0.05363411481488609,21166768.372011255,11484.6302
2024,MON CAVE,NCRMP_GRP,CFK02,30239,109,0.32018,0.03640202419731054,11.369113574518193,0.7155963302752294,0.043331689842583176,24205071.10091743,11007.6081
2022,PSE CLIV,NCRMP_GRP,CFK02,30239,79,0.01519,0.0059913489463819525,39.443047230347865,0.08860759493670886,0.032134595068191704,1148316.4556962021,1811.72401
2024,PSE CLIV,NCRMP_GRP,CFK02,30239,109,0.01284,0.0034670727597425834,26.993637915138684,0.11926605504587157,0.031130404966030742,970977.0642201835,1048.40813
2022,PSE STRI,NCRMP_GRP,CFK02,30239,79,0.02152,0.00734624568747557,34.138435841798234,0.16455696202531644,0.04192771623198683,1626781.6455696202,2221.43123
2024,PSE STRI,NCRMP_GRP,CFK02,30239,109,0.01468,0.0033992174163735697,23.157168649044944,0.14678899082568808,0.03399217416373567,1109688.0733944955,1027.88935
2022,ACR CERV,NCRMP_GRP,CFK03,15652,37,0,0,0,0,0,0,0
2024,ACR CERV,NCRMP_GRP,CFK03,15652,43,0,0,0,0,0,0,0
2022,ACR PALM,NCRMP_GRP,CFK03,15652,37,0,0,0,0,0,0,0
2024,ACR PALM,NCRMP_GRP,CFK03,15652,43,0,0,0,0,0,0,0
2022,COL NATA,NCRMP_GRP,CFK03,15652,37,0.02192,0.010405546359741157,47.466396408134315,0.13513513513513514,0.0569105904616807,857804.8048048049,1628.67612
2024,COL NATA,NCRMP_GRP,CFK03,15652,43,0.00465,0.003245013038251139,69.76778032239949,0.046511627906976744,0.03245013038251141,182000,507.90944
2022,DIC STOK,NCRMP_GRP,CFK03,15652,37,0.03814,0.011882901609573742,31.15752941722879,0.2702702702702703,0.07392902562628177,1492345.3453453453,1859.91176
2024,DIC STOK,NCRMP_GRP,CFK03,15652,43,0.06047,0.014913633416990686,24.66485526656152,0.37209302325581395,0.07448201088393021,2366000,2334.2819
2022,DIP LABY,NCRMP_GRP,CFK03,15652,37,0.02703,0.012022151765027758,44.4819615306027,0.13513513513513514,0.0569105904616807,1057567.5675675676,1881.70719
2024,DIP LABY,NCRMP_GRP,CFK03,15652,43,0.02093,0.007095002509857584,33.898345324875116,0.18604651162790697,0.05996371558515639,819000.0000000001,1110.50979
2022,MEA MEAN,NCRMP_GRP,CFK03,15652,37,0.0027,0.0026995063326594694,99.88173430840035,0.02702702702702703,0.026995063326594678,105756.75675675677,422.52673
2024,MEA MEAN,NCRMP_GRP,CFK03,15652,43,0,0,0,0,0,0,0
2022,MON CAVE,NCRMP_GRP,CFK03,15652,37,0.18138,0.04704551441602305,25.93734486843655,0.5135135135135135,0.08320437319074725,7097453.453453453,7363.56392
2024,MON CAVE,NCRMP_GRP,CFK03,15652,43,0.09535,0.018785289143050825,19.701644711004526,0.5116279069767442,0.07702478729722609,3730999.9999999995,2940.27346
2022,PSE CLIV,NCRMP_GRP,CFK03,15652,37,0,0,0,0,0,0,0
2024,PSE CLIV,NCRMP_GRP,CFK03,15652,43,0.00233,0.002322384718380289,99.86254289035237,0.023255813953488372,0.02322384718380288,91000.00000000006,363.49966
2022,PSE STRI,NCRMP_GRP,CFK03,15652,37,0.03243,0.015507483242688436,47.81473999828934,0.16216216216216217,0.06136059642828961,1269081.0810810812,2427.23128
2024,PSE STRI,NCRMP_GRP,CFK03,15652,43,0.01163,0.004939537881391805,42.48002577996951,0.11627906976744186,0.049395378813918055,455000.0000000001,773.13647
2024,ACR CERV,NCRMP_GRP,CFK04,9396,31,0,0,0,0,0,0,0
2024,ACR PALM,NCRMP_GRP,CFK04,9396,31,0,0,0,0,0,0,0
2024,COL NATA,NCRMP_GRP,CFK04,9396,31,0,0,0,0,0,0,0
2024,DIC STOK,NCRMP_GRP,CFK04,9396,31,0.03226,0.010745665045988041,33.31156164256293,0.25806451612903225,0.07975703069946515,757741.9354838709,1009.66269
2024,DIP LABY,NCRMP_GRP,CFK04,9396,31,0,0,0,0,0,0,0
2024,MEA MEAN,NCRMP_GRP,CFK04,9396,31,0,0,0,0,0,0,0
2024,MON CAVE,NCRMP_GRP,CFK04,9396,31,0.00645,0.004477896614554396,69.40739752559315,0.06451612903225806,0.044778966145544,151548.38709677418,420.74317
2024,PSE CLIV,NCRMP_GRP,CFK04,9396,31,0.00645,0.004477896614554397,69.40739752559317,0.06451612903225806,0.044778966145544,151548.38709677418,420.74317
2024,PSE STRI,NCRMP_GRP,CFK04,9396,31,0.00645,0.004477896614554398,69.40739752559318,0.06451612903225806,0.044778966145544,151548.38709677418,420.74317
2022,ACR CERV,NCRMP_GRP,CFK05,2596,21,0,0,0,0,0,0,0
2024,ACR CERV,NCRMP_GRP,CFK05,2596,45,0,0,0,0,0,0,0
2022,ACR PALM,NCRMP_GRP,CFK05,2596,21,0,0,0,0,0,0,0
2024,ACR PALM,NCRMP_GRP,CFK05,2596,45,0,0,0,0,0,0,0
2022,COL NATA,NCRMP_GRP,CFK05,2596,21,0.00476,0.004742605251824048,99.594710288305,0.047619047619047616,0.04742605251824047,30904.761904761912,123.11803
2024,COL NATA,NCRMP_GRP,CFK05,2596,45,0.00667,0.00372777168962016,55.9165753443024,0.06666666666666667,0.0372777168962016,43266.66666666667,96.77295
2022,DIC STOK,NCRMP_GRP,CFK05,2596,21,0.04762,0.025362963368549627,53.26222307395422,0.23809523809523808,0.09485210503648094,309047.61904761905,658.42253
2024,DIC STOK,NCRMP_GRP,CFK05,2596,45,0.04222,0.00970494254356995,22.985390234770932,0.3333333333333333,0.07044826310830002,274022.22222222225,251.94031
2022,DIP LABY,NCRMP_GRP,CFK05,2596,21,0.00952,0.0065372302003061785,68.64091710321487,0.09523809523809523,0.0653723020030618,61809.52380952382,169.7065
2024,DIP LABY,NCRMP_GRP,CFK05,2596,45,0.01556,0.007013446082172626,45.08643909968116,0.1111111111111111,0.04696550873886667,100955.55555555559,182.06906
2022,MEA MEAN,NCRMP_GRP,CFK05,2596,21,0,0,0,0,0,0,0
2024,MEA MEAN,NCRMP_GRP,CFK05,2596,45,0,0,0,0,0,0,0
2022,MON CAVE,NCRMP_GRP,CFK05,2596,21,0.04762,0.018970421007296186,39.837884115321984,0.2857142857142857,0.10060585002167152,309047.61904761905,492.47213
2024,MON CAVE,NCRMP_GRP,CFK05,2596,45,0.06667,0.015109469138553754,22.664203707830627,0.4,0.07321198260513348,432666.66666666674,392.24182
2022,PSE CLIV,NCRMP_GRP,CFK05,2596,21,0.00952,0.0065372302003061785,68.64091710321487,0.09523809523809523,0.0653723020030618,61809.52380952382,169.7065
2024,PSE CLIV,NCRMP_GRP,CFK05,2596,45,0.00667,0.004880798840342232,73.21198260513347,0.044444444444444446,0.030797343631768663,43266.66666666667,126.70554
2022,PSE STRI,NCRMP_GRP,CFK05,2596,21,0.00952,0.0065372302003061785,68.64091710321486,0.09523809523809523,0.0653723020030618,61809.523809523824,169.7065
2024,PSE STRI,NCRMP_GRP,CFK05,2596,45,0.00222,0.002202877623569052,99.129493060607345,0.022222222222222223,0.022028776235690526,14422.222222222223,57.1867
2022,ACR CERV,NCRMP_GRP,CFK06,36727,19,0,0,0,0,0,0,0
2024,ACR CERV,NCRMP_GRP,CFK06,36727,33,0.00303,0.003028941328106617,99.95506382751836,0.030303030303030304,0.030289413281066144,278234.84848484845,1112.43928
2022,ACR PALM,NCRMP_GRP,CFK06,36727,19,0,0,0,0,0,0,0
2024,ACR PALM,NCRMP_GRP,CFK06,36727,33,0,0,0,0,0,0,0
2022,COL NATA,NCRMP_GRP,CFK06,36727,19,0,0,0,0,0,0,0
2024,COL NATA,NCRMP_GRP,CFK06,36727,33,0.00606,0.004216107895933761,69.56578028290706,0.06060606060606061,0.042161078959337614,556469.696969697,1548.44995
2022,DIC STOK,NCRMP_GRP,CFK06,36727,19,0.04211,0.013921404518466105,33.06333573135699,0.3684210526315789,0.1136677919103937,3866000.0000000005,5112.91424
2024,DIC STOK,NCRMP_GRP,CFK06,36727,33,0.01212,0.007223564679182019,59.59440860325165,0.09090909090909091,0.050796890321286634,1112939.393939394,2652.9986
2022,DIP LABY,NCRMP_GRP,CFK06,36727,19,0.01053,0.007231647339206453,68.700649722461307,0.10526315789473684,0.07231647339206455,966500,2655.96712
2024,DIP LABY,NCRMP_GRP,CFK06,36727,33,0.02424,0.008732863865493708,36.02306344516154,0.21212121212121213,0.07223564679182017,2225878.787878788,3207.31891
2022,MEA MEAN,NCRMP_GRP,CFK06,36727,19,0,0,0,0,0,0,0
2024,MEA MEAN,NCRMP_GRP,CFK06,36727,33,0,0,0,0,0,0,0
2022,MON CAVE,NCRMP_GRP,CFK06,36727,19,0.05263,0.017713845980811476,33.656307363541806,0.3684210526315789,0.1136677919103937,4832500.000000001,6505.76421
2024,MON CAVE,NCRMP_GRP,CFK06,36727,33,0.08788,0.02120258929674629,24.127084372159572,0.48484848484848486,0.08830805588249252,8068810.606060606,7787.07497
2022,PSE CLIV,NCRMP_GRP,CFK06,36727,19,0,0,0,0,0,0,0
2024,PSE CLIV,NCRMP_GRP,CFK06,36727,33,0.00303,0.003028941328106617,99.95506382751836,0.030303030303030304,0.030289413281066144,278234.84848484845,1112.43928
2022,PSE STRI,NCRMP_GRP,CFK06,36727,19,0.00526,0.005261796322370315,99.97413012503603,0.05263157894736842,0.05261796322370315,483249.9999999999,1932.49994
2024,PSE STRI,NCRMP_GRP,CFK06,36727,33,0.01212,0.005766932476458519,47.57719293078277,0.12121212121212122,0.05766932476458516,1112939.393939394,2118.02129
2022,ACR CERV,NCRMP_GRP,CFK07,15960,60,0.01333,0.00962716316722493,72.20372375418688,0.03333333333333333,0.023325655493706767,532000.0000000007,1536.49524
2024,ACR CERV,NCRMP_GRP,CFK07,15960,61,0.00328,0.0032724168620326924,99.80871429199705,0.01639344262295082,0.016362084310163498,130819.67213114764,522.27773
