"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","MEAN_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","SPECIES_CD","SPECIES_NAME","N","JUV","MAX_DIAMETER","PERP_DIAMETER","HEIGHT","OLD_MORT","RECENT_MORT","BLEACH_CONDITION","DISEASE"
"FLK",1095,1,2024,6,24,"CONT_LR","CFK06",NA,NA,0.0846666666666667,24.54685,-81.45883,2172673,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.61999975616001,7.92479974640641,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1096,1,2024,6,27,"ISOL_LR","CFK06",NA,NA,0.078,24.47262,-81.77247,1958127,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.53439972689921,8.53439972689921,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1098,1,2024,6,24,"CONT_MR","CFK07",NA,NA,0.426666666666667,24.54994,-81.43289,2184464,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.44879969763841,9.75359968788481,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1108,1,2024,6,24,"CONT_LR","CFK05",NA,NA,0.173333333333333,24.53835,-81.45335,2143312,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD1",4.571999853696,6.09599980492801,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1120,1,2024,10,2,"SPGR_LR","CFK06",NA,NA,0.14,24.67654,-80.94989,2730818,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD2",10.3631996683776,10.3631996683776,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1128,1,2024,7,14,"CONT_LR","CFK06",NA,NA,0.15,24.93925,-80.4849,3514413,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,6.70559978542081,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1130,1,2024,7,14,"CONT_MR","CFK07",NA,NA,0.303333333333333,24.93624,-80.49131,3509830,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.31519976591361,7.61999975616001,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1135,1,2024,8,1,"CONT_LR","CFK08",NA,NA,0.072,25.02842,-80.392,3631695,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD3",12.8015995903488,12.8015995903488,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1139,1,2024,7,13,"ISOL_MR","CFK07",NA,NA,0.35,25.13162,-80.26658,3758167,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD2",10.3631996683776,11.5823996293632,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1145,1,2024,7,13,"CONT_LR","CFK07",NA,NA,0.266666666666667,25.08492,-80.30961,3702377,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.44879969763841,10.0583996781312,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1148,1,2024,6,6,"CONT_LR","CFK06",NA,NA,0.140666666666667,25.72724,-80.10211,4146542,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.92479974640641,8.53439972689921,10,"ACR CERV","Acropora cervicornis",1,0,9,5,3,15,0,"N","A"
"FLK",1150,1,2024,8,12,"CONT_LR","CFK05",NA,NA,0.226666666666667,25.33071,-80.18352,3947668,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD1",3.047999902464,3.3527998927104,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1152,1,2024,8,12,"SPGR_LR","CFK07",NA,NA,0.236666666666667,25.29781,-80.16878,3920638,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",10.667999658624,10.9727996488704,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1154,1,2024,8,15,"CONT_LR","CFK04",NA,NA,0.182,25.59212,-80.10577,4091017,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD1",3.6575998829568,3.9623998732032,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1157,1,2024,6,27,"CONT_MR","CFK07",NA,NA,0.44,24.45515,-81.95119,1925046,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",9.14399970739201,10.3631996683776,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1161,1,2024,6,25,"SPGR_MR","CFK07",NA,NA,0.326666666666667,24.52065,-81.52703,2083815,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",10.667999658624,10.9727996488704,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1168,1,2024,7,15,"CONT_MR","CFK07",NA,NA,0.51,24.89125,-80.55375,3443154,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,10.667999658624,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1170,1,2024,7,13,"CONT_MR","CFK07",NA,NA,0.416666666666667,25.07857,-80.31761,3694625,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.61999975616001,8.22959973665281,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1177,1,2024,6,5,"CONT_MR","CFK07",NA,NA,0.542666666666667,25.70647,-80.09837,4139070,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.01039977566721,7.01039977566721,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,10,"ACR CERV","Acropora cervicornis",1,0,6,4,7,0,0,"N","A"
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,10,"ACR CERV","Acropora cervicornis",1,0,4,3,5,0,0,"N","A"
"FLK",1181,1,2024,8,13,"SPGR_MR","CFK07",NA,NA,0.427333333333333,25.4434,-80.12007,4022762,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.09599980492801,7.31519976591361,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1185,1,2024,8,15,"CONT_MR","CFK05",NA,NA,0.45,25.56292,-80.10574,4078791,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD1",3.6575998829568,4.8767998439424,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1187,1,2024,10,1,"SPGR_LR","CFK08",NA,NA,0.128666666666667,24.55597,-81.35743,2206811,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD3",13.1063995805952,13.4111995708416,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1189,1,2024,10,1,"SPGR_MR","CFK09",NA,NA,0.385333333333333,24.56457,-81.32234,2240394,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD3",15.8495994928128,15.8495994928128,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1190,1,2024,7,10,"SPGR_HR","CFK11",NA,NA,0.88,24.76635,-80.73061,3112625,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD4",17.0687994537984,19.2023993855232,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1193,1,2024,10,2,"ISOL_MR","CFK09",NA,NA,0.318666666666667,24.67686,-80.94236,2732733,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD3",16.1543994830592,17.0687994537984,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1196,1,2024,7,10,"SPGR_MR","CFK09",NA,NA,0.626666666666667,24.79804,-80.68668,3227990,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD3",16.4591994733056,17.6783994342912,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1198,1,2024,7,12,"CONT_LR","CFK08",NA,NA,0.146666666666667,25.17223,-80.23188,3802001,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD3",14.0207995513344,14.9351995220736,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1199,1,2024,7,30,"SPGR_LR","CFK09",NA,NA,0.22,24.99298,-80.40485,3587362,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD3",12.4967996001024,12.4967996001024,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1202,1,2024,8,12,"ISOL_LR","CFK02",NA,NA,0.1,25.38379,-80.15289,3987085,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,"CD0",10.0583996781312,10.667999658624,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1204,1,2024,6,26,"SPGR_HR","CFK07",NA,NA,0.753333333333333,24.49036,-81.6618,1998231,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD2",10.3631996683776,11.8871996196096,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1205,1,2024,6,25,"SPGR_HR","CFK09",NA,NA,0.734666666666667,24.51694,-81.53231,2072330,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD3",15.23999951232,15.8495994928128,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1209,1,2024,10,2,"SPGR_HR","CFK09",NA,NA,0.384666666666667,24.65609,-81.0033,2643962,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD3",14.0207995513344,14.0207995513344,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1215,1,2024,10,1,"SPGR_MR","CFK09",NA,NA,0.592666666666667,24.60286,-81.18415,2401916,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD3",13.1063995805952,13.715999561088,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1216,1,2024,7,15,"SPGR_MR","CFK07",NA,NA,0.396666666666667,24.87737,-80.56863,3420960,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD2",10.667999658624,12.191999609856,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1217,1,2024,7,15,"SPGR_MR","CFK09",NA,NA,0.64,24.88554,-80.55279,3434340,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD3",12.4967996001024,13.715999561088,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1224,1,2024,7,12,"SPGR_MR","CFK09",NA,NA,0.316666666666667,25.13862,-80.2577,3766389,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD3",15.8495994928128,16.763999463552,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1227,1,2024,8,13,"SPGR_MR","CFK11",NA,NA,0.473333333333333,25.40598,-80.12576,4002255,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD4",19.2023993855232,20.1167993562624,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1232,1,2024,8,15,"SPGR_LR","CFK08",NA,NA,0.0906666666666667,25.58779,-80.09265,4089195,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD3",14.0207995513344,14.3255995415808,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1233,1,2024,11,12,"CONT_MR","CFK07",NA,NA,0.37,25.72458,-80.09912,4145588,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",8.83919971714561,10.667999658624,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1235,1,2024,6,27,"SPGR_MR","CFK11",NA,NA,0.39,24.43405,-81.98298,1890978,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",17.9831994245376,19.2023993855232,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1236,1,2024,9,30,"SPGR_HR","CFK09",NA,NA,0.716666666666667,24.44004,-81.8769,1898905,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD3",16.763999463552,17.3735994440448,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1237,1,2024,6,27,"SPGR_MR","CFK09",NA,NA,0.656666666666667,24.44529,-81.98013,1907896,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD3",16.4591994733056,18.287999414784,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1239,1,2024,7,10,"SPGR_MR","CFK09",NA,NA,0.513333333333333,24.73187,-80.79988,2966129,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD3",13.1063995805952,14.9351995220736,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1240,1,2024,10,1,"SPGR_MR","CFK09",NA,NA,0.667333333333333,24.61783,-81.1278,2470872,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD3",17.3735994440448,17.3735994440448,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1241,1,2024,7,14,"SPGR_LR","CFK06",NA,NA,0.11,24.94521,-80.46517,3522828,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.61999975616001,8.22959973665281,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1246,1,2024,11,12,"CONT_MR","CFK09",NA,NA,0.374666666666667,25.67087,-80.08851,4125456,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD3",14.6303995318272,15.23999951232,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1254,1,2024,6,25,"SPGR_HR","CFK11",NA,NA,0.926666666666667,24.5113,-81.54078,2054271,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",28.0415991026688,30.1751990343936,6,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1255,1,2024,6,24,"SPGR_MR","CFK11",NA,NA,0.578666666666667,24.54245,-81.40666,2156331,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",21.0311993270016,22.2503992879872,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1258,1,2024,6,26,"SPGR_HR","CFK11",NA,NA,1.55,24.48239,-81.65946,1978678,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",23.4695992489728,25.2983991904512,5,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1260,1,2024,6,25,"SPGR_HR","CFK11",NA,NA,1.14666666666667,24.50106,-81.56212,2025559,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",25.6031991806976,27.431999122176,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1264,1,2024,7,10,"SPGR_HR","CFK11",NA,NA,0.7875,24.7277,-80.80288,2948859,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD4",25.907999170944,27.431999122176,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1267,1,2024,10,1,"SPGR_HR","CFK11",NA,NA,0.804,24.58645,-81.23243,2330158,"Middle Keys",9,"Forereef",4,"Unprotected",0,NA,0,"CD4",21.335999317248,21.335999317248,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1268,1,2024,7,15,"SPGR_LR","CFK11",NA,NA,0.243333333333333,24.86054,-80.58731,3389814,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD4",24.383999219712,24.9935992002048,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1269,1,2024,7,16,"SPGR_HR","CFK11",NA,NA,0.84,24.8393,-80.62691,3342606,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD4",21.6407993074944,25.907999170944,9,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1271,1,2024,7,15,"SPGR_HR","CFK11",NA,NA,0.866666666666667,24.8851,-80.55144,3433625,"Mid-Upper Keys Transition",10,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,24.6887992099584,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1277,1,2024,7,13,"SPGR_MR","CFK11",NA,NA,0.576666666666667,25.13612,-80.25851,3763323,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD4",25.2983991904512,29.5655990539008,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
"FLK",1279,1,2024,7,11,"SPGR_MR","CFK11",NA,NA,0.46,25.27596,-80.17219,3899367,"Upper Keys",11,"Forereef",4,"Unprotected",0,NA,0,"CD4",27.1271991319296,28.0415991026688,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA
