"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","MEAN_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","COVER_CAT_CD","COVER_CAT_NAME","HARDBOTTOM_P","SOFTBOTTOM_P","RUBBLE_P"
"FLK",1287,1,2024,6,6,"SPGR_MR","CFK11",NA,NA,0.442,25.69372,-80.08721,4134268,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,22.85999926848,15,"BAR SUB.","Bare Substrate",0,50,0
"FLK",1287,1,2024,6,6,"SPGR_MR","CFK11",NA,NA,0.442,25.69372,-80.08721,4134268,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,22.85999926848,15,"GOR GORG","Gorgonians",1,0,0
"FLK",1287,1,2024,6,6,"SPGR_MR","CFK11",NA,NA,0.442,25.69372,-80.08721,4134268,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,22.85999926848,15,"MAC FLES","MacroOtherFleshy",22,0,0
"FLK",1287,1,2024,6,6,"SPGR_MR","CFK11",NA,NA,0.442,25.69372,-80.08721,4134268,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,22.85999926848,15,"POR ASTR","Porites astreoides",1,0,0
"FLK",1287,1,2024,6,6,"SPGR_MR","CFK11",NA,NA,0.442,25.69372,-80.08721,4134268,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,22.85999926848,15,"SPO OTHE","Porifera spp",9,0,0
"FLK",1287,1,2024,6,6,"SPGR_MR","CFK11",NA,NA,0.442,25.69372,-80.08721,4134268,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,22.85999926848,15,"TUR SEDI","Turf Algae with Sediment",16,0,0
"FLK",1148,1,2024,6,6,"CONT_LR","CFK06",NA,NA,0.140666666666667,25.72724,-80.10211,4146542,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.92479974640641,8.53439972689921,15,"BAR SUB.","Bare Substrate",0,7,0
"FLK",1148,1,2024,6,6,"CONT_LR","CFK06",NA,NA,0.140666666666667,25.72724,-80.10211,4146542,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.92479974640641,8.53439972689921,15,"DIC SPE.","Dictyota spp",15,0,0
"FLK",1148,1,2024,6,6,"CONT_LR","CFK06",NA,NA,0.140666666666667,25.72724,-80.10211,4146542,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.92479974640641,8.53439972689921,15,"GOR GORG","Gorgonians",2,0,0
"FLK",1148,1,2024,6,6,"CONT_LR","CFK06",NA,NA,0.140666666666667,25.72724,-80.10211,4146542,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.92479974640641,8.53439972689921,15,"MAC FLES","MacroOtherFleshy",61,0,0
"FLK",1148,1,2024,6,6,"CONT_LR","CFK06",NA,NA,0.140666666666667,25.72724,-80.10211,4146542,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.92479974640641,8.53439972689921,15,"MON CAVE","Montastraea cavernosa",1,0,0
"FLK",1148,1,2024,6,6,"CONT_LR","CFK06",NA,NA,0.140666666666667,25.72724,-80.10211,4146542,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.92479974640641,8.53439972689921,15,"SPO OTHE","Porifera spp",6,0,0
"FLK",1148,1,2024,6,6,"CONT_LR","CFK06",NA,NA,0.140666666666667,25.72724,-80.10211,4146542,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",7.92479974640641,8.53439972689921,15,"TUR SEDI","Turf Algae with Sediment",8,0,0
"FLK",1010,1,2024,6,6,"ISOL_LR","CFK01",NA,NA,0.0526666666666667,25.71774,-80.116,4143154,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,"CD0",7.01039977566721,7.01039977566721,15,"BAR SUB.","Bare Substrate",0,34,0
"FLK",1010,1,2024,6,6,"ISOL_LR","CFK01",NA,NA,0.0526666666666667,25.71774,-80.116,4143154,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,"CD0",7.01039977566721,7.01039977566721,15,"CYA SPE.","Cyanophyta spp",0,1,0
"FLK",1010,1,2024,6,6,"ISOL_LR","CFK01",NA,NA,0.0526666666666667,25.71774,-80.116,4143154,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,"CD0",7.01039977566721,7.01039977566721,15,"GOR GORG","Gorgonians",1,0,0
"FLK",1010,1,2024,6,6,"ISOL_LR","CFK01",NA,NA,0.0526666666666667,25.71774,-80.116,4143154,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,"CD0",7.01039977566721,7.01039977566721,15,"MAC CALC","MacroOtherCalcareous",3,0,0
"FLK",1010,1,2024,6,6,"ISOL_LR","CFK01",NA,NA,0.0526666666666667,25.71774,-80.116,4143154,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,"CD0",7.01039977566721,7.01039977566721,15,"MAC FLES","MacroOtherFleshy",47,0,1
"FLK",1010,1,2024,6,6,"ISOL_LR","CFK01",NA,NA,0.0526666666666667,25.71774,-80.116,4143154,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,"CD0",7.01039977566721,7.01039977566721,15,"MIL SPE.","Millepora spp",1,0,0
"FLK",1010,1,2024,6,6,"ISOL_LR","CFK01",NA,NA,0.0526666666666667,25.71774,-80.116,4143154,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,"CD0",7.01039977566721,7.01039977566721,15,"SPO OTHE","Porifera spp",4,0,0
"FLK",1010,1,2024,6,6,"ISOL_LR","CFK01",NA,NA,0.0526666666666667,25.71774,-80.116,4143154,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,"CD0",7.01039977566721,7.01039977566721,15,"TUR SEDI","Turf Algae with Sediment",2,0,6
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"BAR SUB.","Bare Substrate",0,7,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"DIC SPE.","Dictyota spp",46,3,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"GOR GORG","Gorgonians",1,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"MAC CALC","MacroOtherCalcareous",1,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"MAC FLES","MacroOtherFleshy",3,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"MON CAVE","Montastraea cavernosa",1,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"PAL SPE.","Palythoa spp",3,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"PSE STRI","Pseudodiploria strigosa",1,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"RHO CRUS","Rhodophyta cru. spp",0,0,2
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"SID SIDE","Siderastrea siderea",2,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"SPO OTHE","Porifera spp",5,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"STE INTE","Stephanocoenia intersepta",1,0,0
"FLK",1180,1,2024,6,6,"CONT_MR","CFK07",NA,NA,0.31,25.72561,-80.1009,4146064,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,"CD2",6.40079979517441,7.01039977566721,15,"TUR SEDI","Turf Algae with Sediment",9,0,15
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"BAR SUB.","Bare Substrate",8,4,7
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"DIC SPE.","Dictyota spp",4,0,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"GOR ENCR","Encrusting gorgonian",1,0,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"GOR GORG","Gorgonians",1,0,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"HAL SPE.","Halimeda spp",17,0,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"MAC CALC","MacroOtherCalcareous",3,0,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"MAC FLES","MacroOtherFleshy",18,3,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"MAG SPE.","Magnoliophyta spp",0,17,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"OTH CORA","Other coral",1,0,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"RHO CRUS","Rhodophyta cru. spp",0,0,1
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"SPO OTHE","Porifera spp",1,0,0
"FLK",1293,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.276666666666667,24.5521,-81.693,2195795,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.6575998829568,3.6575998829568,15,"TUR SEDI","Turf Algae with Sediment",13,0,1
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"BAR SUB.","Bare Substrate",21,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"CYA SPE.","Cyanophyta spp",1,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"DIC SPE.","Dictyota spp",8,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"GOR GORG","Gorgonians",3,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"HAL SPE.","Halimeda spp",1,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"MAC CALC","MacroOtherCalcareous",1,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"MAC FLES","MacroOtherFleshy",47,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"OTH SPE.","Other species",1,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"POR DIVA","Porites divaricata",1,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"SPO OTHE","Porifera spp",5,0,0
"FLK",1292,1,2024,6,23,"ISOL_LR","CFK01",NA,NA,0.084,24.55295,-81.69151,2199218,"Lower Keys",8,"Inshore",1,"West_Sambo",20,NA,1,"CD0",3.047999902464,3.047999902464,15,"TUR SEDI","Turf Algae with Sediment",11,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"BAR SUB.","Bare Substrate",7,3,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"DIC SPE.","Dictyota spp",12,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"GOR ENCR","Encrusting gorgonian",7,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"GOR GORG","Gorgonians",2,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"LOB SPE.","Lobophora spp",9,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"MAC FLES","MacroOtherFleshy",13,0,2
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"MAD DECA","Madracis decactis",1,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"MON CAVE","Montastraea cavernosa",1,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"RHO CRUS","Rhodophyta cru. spp",3,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"SID SIDE","Siderastrea siderea",3,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"SPO OTHE","Porifera spp",6,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"STE INTE","Stephanocoenia intersepta",3,0,0
"FLK",1259,1,2024,6,23,"CONT_MR","CFK11",NA,NA,0.696666666666667,24.46163,-81.75029,1934858,"Lower Keys",8,"Forereef",4,"Unprotected",0,NA,0,"CD4",22.85999926848,28.955999073408,15,"TUR SEDI","Turf Algae with Sediment",23,0,5
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"AGA AGAR","Agaricia agaricites",1,0,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"BAR SUB.","Bare Substrate",4,7,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"DIC SPE.","Dictyota spp",17,0,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"GOR ENCR","Encrusting gorgonian",13,0,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"LOB SPE.","Lobophora spp",2,0,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"POR ASTR","Porites astreoides",2,0,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"SID SIDE","Siderastrea siderea",2,0,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"SPO OTHE","Porifera spp",5,0,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"STE INTE","Stephanocoenia intersepta",3,0,0
"FLK",1396,1,2024,6,23,"SPGR_HR","CFK09",NA,NA,1.02333333333333,24.47744,-81.72008,1968207,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD3",15.8495994928128,20.1167993562624,15,"TUR SEDI","Turf Algae with Sediment",40,1,3
"FLK",1381,1,2024,6,23,"SPGR_HR","CFK07",NA,NA,0.916666666666667,24.47847,-81.71773,1970252,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD2",9.14399970739201,11.5823996293632,15,"BAR SUB.","Bare Substrate",3,12,3
"FLK",1381,1,2024,6,23,"SPGR_HR","CFK07",NA,NA,0.916666666666667,24.47847,-81.71773,1970252,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD2",9.14399970739201,11.5823996293632,15,"DIC SPE.","Dictyota spp",31,0,0
"FLK",1381,1,2024,6,23,"SPGR_HR","CFK07",NA,NA,0.916666666666667,24.47847,-81.71773,1970252,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD2",9.14399970739201,11.5823996293632,15,"GOR ENCR","Encrusting gorgonian",5,0,0
"FLK",1381,1,2024,6,23,"SPGR_HR","CFK07",NA,NA,0.916666666666667,24.47847,-81.71773,1970252,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD2",9.14399970739201,11.5823996293632,15,"HAL SPE.","Halimeda spp",3,0,0
"FLK",1381,1,2024,6,23,"SPGR_HR","CFK07",NA,NA,0.916666666666667,24.47847,-81.71773,1970252,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD2",9.14399970739201,11.5823996293632,15,"LOB SPE.","Lobophora spp",2,0,0
"FLK",1381,1,2024,6,23,"SPGR_HR","CFK07",NA,NA,0.916666666666667,24.47847,-81.71773,1970252,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD2",9.14399970739201,11.5823996293632,15,"MYC ALIC","Mycetophyllia aliciae",1,0,0
"FLK",1381,1,2024,6,23,"SPGR_HR","CFK07",NA,NA,0.916666666666667,24.47847,-81.71773,1970252,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD2",9.14399970739201,11.5823996293632,15,"POR ASTR","Porites astreoides",1,0,0
"FLK",1381,1,2024,6,23,"SPGR_HR","CFK07",NA,NA,0.916666666666667,24.47847,-81.71773,1970252,"Lower Keys",8,"Forereef",4,"West_Sambo",20,NA,1,"CD2",9.14399970739201,11.5823996293632,15,"SID SIDE","Siderastrea siderea",2,0,0
