analysis_group,SPECIES_CD,n,Lbar,YEAR,SE_L,cv_L,L_LCI,L_UCI
NCRMP_GRP,MAD AURE,346,,2024,0,,,
NCRMP_GRP,MAD DECA,346,19.962057764,2024,1.7168991803,0.086008126,16.584940321,23.339175206
NCRMP_GRP,MAD FORM,346,,2024,0,,,
NCRMP_GRP,MAD SENA,346,8,2024,0,0,8,8
NCRMP_GRP,MAD SPE.,346,4,2024,0,0,4,4
NCRMP_GRP,MAN AREO,346,5.6014316503,2024,0.464399832,0.082907346,4.6879634682,6.5148998323
NCRMP_GRP,MEA MEAN,346,7.1905199965,2024,0.3825871564,0.0532071612,6.4379762398,7.9430637532
NCRMP_GRP,MON CAVE,346,23.348170402,2024,2.5301988193,0.1083681837,18.371303581,28.325037223
NCRMP_GRP,MUS ANGU,346,,2024,0,,,
NCRMP_GRP,MYC ALIC,346,12.925281869,2024,0.842721209,0.0651994454,11.267660661,14.582903077
NCRMP_GRP,MYC FERO,346,29,2024,1.358001E-15,4.682763E-17,29,29
NCRMP_GRP,MYC LAMA,346,,2024,0,,,
NCRMP_GRP,MYC SPE.,346,7,2024,1.605533E-16,2.293618E-17,7,7
NCRMP_GRP,OCU DIFF,346,6,2024,3.212492E-16,5.354153E-17,6,6
NCRMP_GRP,OCU SPE.,346,9.2857142857,2024,0.2087278309,0.0224783818,8.8751494683,9.6962791031
NCRMP_GRP,ORB ANCX,346,,2024,0,,,
NCRMP_GRP,ORB ANNU,346,82.245749638,2024,9.856109205,0.1198373077,62.858916275,101.632583
NCRMP_GRP,ORB FAVE,346,60.899018329,2024,35.753082985,0.5870880019,-9.426811837,131.22484849
NCRMP_GRP,ORB FRAN,346,15.730043624,2024,0.6425005151,0.0408454376,14.46625381,16.993833439
NCRMP_GRP,ORB SPE.,346,,2024,0,,,
NCRMP_GRP,PHY AMER,346,,2024,0,,,
NCRMP_GRP,POR ASTR,346,8.7494831937,2024,0.2421328838,0.0276739641,8.2732110896,9.2257552978
NCRMP_GRP,POR BRAN,346,4,2024,0,0,4,4
NCRMP_GRP,POR COLO,346,,2024,0,,,
NCRMP_GRP,POR DIVA,346,10.082420694,2024,0.8537069386,0.0846728147,8.4031907039,11.761650684
NCRMP_GRP,POR FURC,346,12.684884811,2024,1.2779340669,0.1007446332,10.171205803,15.198563818
NCRMP_GRP,POR PORI,346,10.845928713,2024,0.6813235448,0.0628183683,9.5057745253,12.186082901
NCRMP_GRP,POR SPE.,346,5.0669273946,2024,0.9270223422,0.1829555212,3.2434869987,6.8903677905
NCRMP_GRP,PSE CLIV,346,17.265814268,2024,3.957071648,0.2291853478,9.4823079119,25.049320624
NCRMP_GRP,PSE SPE,346,,2024,0,,,
NCRMP_GRP,PSE STRI,346,12.000410054,2024,1.9913520226,0.1659403315,8.0834475871,15.917372521
NCRMP_GRP,SCO CUBE,346,5.5127435831,2024,1.0700172865,0.1940988675,3.4080340677,7.6174530985
NCRMP_GRP,SCO LACE,346,,2024,0,,,
NCRMP_GRP,SCO SPE.,346,4,2024,0,0,4,4
NCRMP_GRP,SID RADI,346,6.5160398277,2024,0.3238005223,0.0496928396,5.8791285843,7.1529510711
NCRMP_GRP,SID SIDE,346,13.946396171,2024,0.5769264024,0.0413674182,12.811589748,15.081202593
NCRMP_GRP,SID SPE.,346,4,2024,0,0,4,4
NCRMP_GRP,SOL BOUR,346,13.06413886,2024,1.3562276364,0.1038130145,10.396457462,15.731820259
NCRMP_GRP,SOL HYAD,346,10.686579928,2024,1.5731309984,0.1472062165,7.5922525532,13.780907303
NCRMP_GRP,STE INTE,346,12.818854517,2024,0.4781407049,0.0372997996,11.878358224,13.759350809
