REGION,PRIMARY_SAMPLE_UNIT,STATION_NR,YEAR,MONTH,DAY,HABITAT_CD,RUGOSITY_CD,DEPTH_STRAT,LAT_DEGREES,LON_DEGREES,MAPGRID_NR,survey_type,analysis_group,count,strat_cora
FLK,9205,1,2022,12,16,ISOL_LR,NA,CD0,24.61459,-81.3816,2457622,MIR,MIR_GRP,1,CFK01
FLK,9208,1,2022,12,16,ISOL_MR,NA,CD0,24.61591,-81.39097,2463949,MIR,MIR_GRP,1,CFK01
FLK,9013,1,2022,9,8,ISOL_HR,NA,CD0,24.90357,-80.61605,3460920,MIR,MIR_GRP,1,CFK02
FLK,9014,1,2022,9,8,ISOL_HR,NA,CD0,24.90357,-80.61654,3460919,MIR,MIR_GRP,1,CFK02
FLK,9018,1,2022,10,31,ISOL_HR,NA,CD0,24.89723,-80.62202,3451560,MIR,MIR_GRP,1,CFK02
FLK,9020,1,2022,9,8,ISOL_HR,NA,CD0,24.89816,-80.61755,3452885,MIR,MIR_GRP,1,CFK02
FLK,9023,1,2022,9,8,ISOL_HR,NA,CD0,24.89815,-80.61656,3452887,MIR,MIR_GRP,1,CFK02
FLK,9112,1,2022,10,27,ISOL_HR,NA,CD0,24.90447,-80.61357,3462293,MIR,MIR_GRP,1,CFK02
FLK,9116,1,2022,9,8,ISOL_HR,NA,CD0,24.90447,-80.61604,3462288,MIR,MIR_GRP,1,CFK02
FLK,9117,1,2022,9,8,ISOL_HR,NA,CD0,24.90447,-80.61555,3462289,MIR,MIR_GRP,1,CFK02
FLK,9119,1,2022,10,27,ISOL_HR,NA,CD0,24.90403,-80.61852,3461603,MIR,MIR_GRP,1,CFK02
FLK,9122,1,2022,10,26,ISOL_HR,NA,CD0,24.90358,-80.61902,3460914,MIR,MIR_GRP,1,CFK02
FLK,9211,1,2022,10,31,ISOL_HR,NA,CD0,24.90423,-80.60965,3461621,MIR,MIR_GRP,1,CFK02
FLK,9215,1,2022,10,31,ISOL_HR,NA,CD0,24.89819,-80.61919,3452882,MIR,MIR_GRP,1,CFK02
FLK,9026,1,2022,8,23,CONT_HR,NA,CD0,25.2095,-80.21951,3838967,MIR,MIR_GRP,1,CFK03
FLK,9027,1,2022,8,23,CONT_HR,NA,CD0,25.2082,-80.22201,3837696,MIR,MIR_GRP,1,CFK03
FLK,9028,1,2022,8,23,CONT_HR,NA,CD0,25.20773,-80.22102,3837278,MIR,MIR_GRP,1,CFK03
FLK,9029,1,2022,8,20,CONT_HR,NA,CD0,25.13902,-80.29542,3766313,MIR,MIR_GRP,1,CFK03
FLK,9030,1,2022,8,20,CONT_HR,NA,CD0,25.1395,-80.29491,3766826,MIR,MIR_GRP,1,CFK03
FLK,9128,1,2022,8,23,CONT_HR,NA,CD0,25.20852,-80.2219,3838118,MIR,MIR_GRP,1,CFK03
FLK,9228,1,2022,8,23,ISOL_HR,NA,CD0,25.2077,-80.22251,3837275,MIR,MIR_GRP,1,CFK03
FLK,9255,1,2022,8,26,CONT_MR,NA,CD1,24.46007,-81.84243,1932923,MIR,MIR_GRP,1,CFK05
FLK,9036,1,2022,8,19,CONT_MR,NA,CD1,24.62724,-81.11044,2515409,MIR,MIR_GRP,1,CFK05
FLK,9037,1,2022,8,24,SPGR_HR,NA,CD1,25.21979,-80.21149,3848241,MIR,MIR_GRP,1,CFK05
FLK,9038,1,2022,8,24,ISOL_HR,NA,CD1,25.22296,-80.21146,3851011,MIR,MIR_GRP,1,CFK05
FLK,9039,1,2022,8,24,CONT_HR,NA,CD1,25.22302,-80.21101,3851012,MIR,MIR_GRP,1,CFK05
FLK,9040,1,2022,8,24,CONT_HR,NA,CD1,25.22207,-80.21162,3850225,MIR,MIR_GRP,1,CFK05
FLK,9041,1,2022,8,24,CONT_HR,NA,CD1,25.22075,-80.21151,3849037,MIR,MIR_GRP,1,CFK05
FLK,9042,1,2022,8,23,CONT_HR,NA,CD1,25.22755,-80.20801,3854962,MIR,MIR_GRP,1,CFK05
FLK,9043,1,2022,8,23,SPGR_HR,NA,CD1,25.2117,-80.21802,3841036,MIR,MIR_GRP,1,CFK05
FLK,9045,1,2022,8,23,SPGR_HR,NA,CD1,25.21216,-80.21799,3841444,MIR,MIR_GRP,1,CFK05
FLK,9046,1,2022,8,22,CONT_HR,NA,CD1,25.21138,-80.21945,3840625,MIR,MIR_GRP,1,CFK05
FLK,9047,1,2022,8,26,SPGR_HR,NA,CD1,24.461,-81.8419,1934672,MIR,MIR_GRP,1,CFK05
FLK,9048,1,2022,8,18,SPGR_HR,NA,CD1,24.5459,-81.4066,2169451,MIR,MIR_GRP,1,CFK05
FLK,9049,1,2022,8,18,SPGR_HR,NA,CD1,24.54677,-81.40353,2172785,MIR,MIR_GRP,1,CFK05
FLK,9050,1,2022,8,25,SPGR_HR,NA,CD1,24.54629,-81.40705,2171114,MIR,MIR_GRP,1,CFK05
FLK,9052,1,2022,9,7,SPGR_HR,NA,CD1,24.4596,-81.8453,1932051,MIR,MIR_GRP,1,CFK05
FLK,9053,1,2022,8,26,SPGR_HR,NA,CD1,24.461,-81.84239,1934671,MIR,MIR_GRP,1,CFK05
FLK,9138,1,2022,8,24,SPGR_HR,NA,CD1,25.22209,-80.21058,3850227,MIR,MIR_GRP,1,CFK05
FLK,9139,1,2022,8,23,CONT_HR,NA,CD1,25.22801,-80.20794,3855356,MIR,MIR_GRP,1,CFK05
FLK,9142,1,2022,8,24,SPGR_HR,NA,CD1,25.2194,-80.21202,3847842,MIR,MIR_GRP,1,CFK05
FLK,9144,1,2022,8,22,CONT_HR,NA,CD1,25.21091,-80.21903,3840210,MIR,MIR_GRP,1,CFK05
FLK,9151,1,2022,8,19,SPGR_HR,NA,CD1,24.62678,-81.11092,2513342,MIR,MIR_GRP,1,CFK05
FLK,9235,1,2022,8,18,CONT_MR,NA,CD1,24.54726,-81.40509,2174450,MIR,MIR_GRP,1,CFK05
FLK,9063,1,2022,8,21,CONT_MR,NA,CD2,25.21684,-80.217,3845452,MIR,MIR_GRP,1,CFK06
FLK,9068,1,2022,8,18,SPGR_MR,NA,CD2,24.54589,-81.40121,2169462,MIR,MIR_GRP,1,CFK06
FLK,9069,1,2022,8,19,CONT_LR,NA,CD2,24.6249,-81.11135,2505029,MIR,MIR_GRP,1,CFK06
FLK,9194,1,2022,8,19,SPGR_MR,NA,CD2,24.62538,-81.11042,2507113,MIR,MIR_GRP,1,CFK06
FLK,9070,1,2022,8,19,SPGR_HR,NA,CD2,24.62589,-81.1104,2509195,MIR,MIR_GRP,1,CFK07
FLK,9071,1,2022,8,24,SPGR_HR,NA,CD2,25.22213,-80.21004,3850228,MIR,MIR_GRP,1,CFK07
FLK,9072,1,2022,8,24,SPGR_HR,NA,CD2,25.22265,-80.20949,3850621,MIR,MIR_GRP,1,CFK07
FLK,9073,1,2022,8,21,SPGR_HR,NA,CD2,25.21761,-80.21397,3846248,MIR,MIR_GRP,1,CFK07
FLK,9074,1,2022,8,23,SPGR_HR,NA,CD2,25.22846,-80.20702,3855754,MIR,MIR_GRP,1,CFK07
FLK,9076,1,2022,8,21,SPGR_HR,NA,CD2,25.21718,-80.21401,3845852,MIR,MIR_GRP,1,CFK07
FLK,9081,1,2022,8,21,CONT_HR,NA,CD2,25.21799,-80.21851,3846635,MIR,MIR_GRP,1,CFK07
FLK,9082,1,2022,8,21,CONT_HR,NA,CD2,25.21712,-80.21651,3845847,MIR,MIR_GRP,1,CFK07
FLK,9083,1,2022,8,21,CONT_HR,NA,CD2,25.21761,-80.21651,3846243,MIR,MIR_GRP,1,CFK07
FLK,9084,1,2022,8,21,CONT_HR,NA,CD2,25.21748,-80.21811,3846240,MIR,MIR_GRP,1,CFK07
FLK,9085,1,2022,8,22,CONT_HR,NA,CD2,25.21531,-80.21503,3844262,MIR,MIR_GRP,1,CFK07
FLK,9086,1,2022,9,7,SPGR_HR,NA,CD2,24.4596,-81.8458,1932050,MIR,MIR_GRP,1,CFK07
FLK,9087,1,2022,8,18,SPGR_HR,NA,CD2,24.54538,-81.40608,2167794,MIR,MIR_GRP,1,CFK07
FLK,9088,1,2022,8,19,SPGR_HR,NA,CD2,24.54497,-81.4071,2166134,MIR,MIR_GRP,1,CFK07
FLK,9089,1,2022,8,18,SPGR_HR,NA,CD2,24.54673,-81.40108,2172790,MIR,MIR_GRP,1,CFK07
FLK,9090,1,2022,8,19,SPGR_HR,NA,CD2,24.54408,-81.40804,2162840,MIR,MIR_GRP,1,CFK07
FLK,9091,1,2022,8,18,SPGR_HR,NA,CD2,24.54586,-81.4045,2169455,MIR,MIR_GRP,1,CFK07
FLK,9092,1,2022,8,18,SPGR_HR,NA,CD2,24.54597,-81.4026,2169459,MIR,MIR_GRP,1,CFK07
FLK,9093,1,2022,8,19,SPGR_HR,NA,CD2,24.54458,-81.41058,2164481,MIR,MIR_GRP,1,CFK07
FLK,9097,1,2022,8,26,CONT_MR,NA,CD2,24.46003,-81.84194,1932924,MIR,MIR_GRP,1,CFK07
FLK,9100,1,2022,8,26,CONT_HR,NA,CD2,24.46188,-81.83999,1936448,MIR,MIR_GRP,1,CFK07
FLK,9161,1,2022,8,22,CONT_HR,NA,CD2,25.21313,-80.2161,3842264,MIR,MIR_GRP,1,CFK07
FLK,9166,1,2022,8,18,ISOL_MR,NA,CD2,24.54535,-81.40321,2167800,MIR,MIR_GRP,1,CFK07
FLK,9167,1,2022,8,18,SPGR_HR,NA,CD2,24.54502,-81.40603,2166136,MIR,MIR_GRP,1,CFK07
FLK,9176,1,2022,8,21,CONT_HR,NA,CD2,25.21806,-80.21402,3846644,MIR,MIR_GRP,1,CFK07
FLK,9180,1,2022,8,21,CONT_HR,NA,CD2,25.21758,-80.21352,3846249,MIR,MIR_GRP,1,CFK07
FLK,9195,1,2022,8,24,CONT_HR,NA,CD2,25.22077,-80.21005,3849040,MIR,MIR_GRP,1,CFK07
FLK,9196,1,2022,8,22,CONT_HR,NA,CD2,25.2077,-80.2196,3837281,MIR,MIR_GRP,1,CFK07
FLK,9199,1,2022,8,26,SPGR_HR,NA,CD2,24.46102,-81.84145,1934673,MIR,MIR_GRP,1,CFK07
FLK,9256,1,2022,8,21,CONT_HR,NA,CD2,25.22127,-80.21392,3849428,MIR,MIR_GRP,1,CFK07
FLK,9265,1,2022,8,21,CONT_HR,NA,CD2,25.22135,-80.21333,3849429,MIR,MIR_GRP,1,CFK07
FLK,9298,1,2022,8,26,CONT_MR,NA,CD2,24.45918,-81.8434,1931189,MIR,MIR_GRP,1,CFK07
