analysis_group,PRIMARY_SAMPLE_UNIT,SPECIES_CD,MAX_DIAMETER,md_count,YEAR,REGION,SUB_REGION_NR,strat_cora,METERS_COMPLETED,x_psu,y_psu,dens_psu
MIR_GRP,9014,EUS FAST,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9014,MEA MEAN,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9014,MON CAVE,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9014,PSE CLIV,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9014,PSE STRI,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9018,ACR CERV,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9018,ACR PALM,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9018,COL NATA,8,1,2022,FLK,10,CFK02,10,1,8,0.1
MIR_GRP,9018,COL NATA,90,1,2022,FLK,10,CFK02,10,1,90,0.1
MIR_GRP,9018,DIC STOK,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9018,DIP LABY,55,1,2022,FLK,10,CFK02,10,1,55,0.1
MIR_GRP,9018,EUS FAST,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9018,MEA MEAN,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9018,MON CAVE,7,1,2022,FLK,10,CFK02,10,1,7,0.1
MIR_GRP,9018,PSE CLIV,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9018,PSE STRI,6,1,2022,FLK,10,CFK02,10,1,6,0.1
MIR_GRP,9020,ACR CERV,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,ACR PALM,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,COL NATA,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,DIC STOK,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,DIP LABY,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,EUS FAST,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,MEA MEAN,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,MON CAVE,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,PSE CLIV,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9020,PSE STRI,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9023,ACR CERV,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9023,ACR PALM,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9023,COL NATA,14,1,2022,FLK,10,CFK02,10,1,14,0.1
MIR_GRP,9023,COL NATA,31,1,2022,FLK,10,CFK02,10,1,31,0.1
MIR_GRP,9023,COL NATA,50,1,2022,FLK,10,CFK02,10,1,50,0.1
MIR_GRP,9023,DIC STOK,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9023,DIP LABY,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9023,EUS FAST,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9023,MEA MEAN,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9023,MON CAVE,11,1,2022,FLK,10,CFK02,10,1,11,0.1
MIR_GRP,9023,PSE CLIV,NA,0,2022,FLK,10,CFK02,10,0,NA,0
MIR_GRP,9023,PSE STRI,80,1,2022,FLK,10,CFK02,10,1,80,0.1
MIR_GRP,9026,ACR CERV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,ACR PALM,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,COL NATA,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,DIC STOK,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,DIP LABY,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,EUS FAST,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,MEA MEAN,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,MON CAVE,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,PSE CLIV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9026,PSE STRI,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,ACR CERV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,ACR PALM,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,COL NATA,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,DIC STOK,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,DIP LABY,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,EUS FAST,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,MEA MEAN,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,MON CAVE,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,PSE CLIV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9027,PSE STRI,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,ACR CERV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,ACR PALM,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,COL NATA,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,DIC STOK,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,DIP LABY,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,EUS FAST,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,MEA MEAN,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,MON CAVE,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,PSE CLIV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9028,PSE STRI,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,ACR CERV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,ACR PALM,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,COL NATA,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,DIC STOK,4,1,2022,FLK,11,CFK03,10,1,4,0.1
MIR_GRP,9029,DIC STOK,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,DIP LABY,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,EUS FAST,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,MEA MEAN,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,MON CAVE,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9029,PSE CLIV,4,1,2022,FLK,11,CFK03,10,1,4,0.1
MIR_GRP,9029,PSE STRI,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,ACR CERV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,ACR PALM,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,COL NATA,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,DIC STOK,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,DIP LABY,6,1,2022,FLK,11,CFK03,10,1,6,0.1
MIR_GRP,9030,EUS FAST,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,MEA MEAN,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,MON CAVE,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,PSE CLIV,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9030,PSE STRI,NA,0,2022,FLK,11,CFK03,10,0,NA,0
MIR_GRP,9036,ACR CERV,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,ACR PALM,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,COL NATA,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,DIC STOK,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,DIP LABY,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,EUS FAST,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,MEA MEAN,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,MON CAVE,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,PSE CLIV,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9036,PSE STRI,NA,0,2022,FLK,9,CFK05,10,0,NA,0
MIR_GRP,9037,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,PSE CLIV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9037,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,PSE CLIV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9038,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,PSE CLIV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9039,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,PSE CLIV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9040,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,PSE CLIV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9041,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,PSE CLIV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9042,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,PSE CLIV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9043,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9045,PSE CLIV,32,1,2022,FLK,11,CFK05,10,1,32,0.1
MIR_GRP,9045,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,ACR CERV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,ACR PALM,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,COL NATA,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,DIC STOK,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,DIP LABY,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,EUS FAST,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,MEA MEAN,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,MON CAVE,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,PSE CLIV,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9046,PSE STRI,NA,0,2022,FLK,11,CFK05,10,0,NA,0
MIR_GRP,9047,ACR CERV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9047,ACR PALM,10,1,2022,FLK,8,CFK05,10,1,10,0.1
MIR_GRP,9047,COL NATA,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9047,DIC STOK,8,1,2022,FLK,8,CFK05,10,1,8,0.1
MIR_GRP,9047,DIP LABY,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9047,EUS FAST,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9047,MEA MEAN,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9047,MON CAVE,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9047,PSE CLIV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9047,PSE STRI,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,ACR CERV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,ACR PALM,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,COL NATA,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,DIC STOK,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,DIP LABY,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,EUS FAST,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,MEA MEAN,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,MON CAVE,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,PSE CLIV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9048,PSE STRI,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,ACR CERV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,ACR PALM,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,COL NATA,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,DIC STOK,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,DIP LABY,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,EUS FAST,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,MEA MEAN,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,MON CAVE,6,1,2022,FLK,8,CFK05,10,1,6,0.1
MIR_GRP,9049,MON CAVE,23,1,2022,FLK,8,CFK05,10,1,23,0.1
MIR_GRP,9049,PSE CLIV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9049,PSE STRI,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,ACR CERV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,ACR PALM,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,COL NATA,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,DIC STOK,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,DIP LABY,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,EUS FAST,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,MEA MEAN,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,MON CAVE,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,PSE CLIV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9050,PSE STRI,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,ACR CERV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,ACR PALM,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,COL NATA,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,DIC STOK,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,DIP LABY,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,EUS FAST,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,MEA MEAN,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,MON CAVE,NA,0,2022,FLK,8,CFK05,10,0,NA,0
MIR_GRP,9052,PSE CLIV,NA,0,2022,FLK,8,CFK05,10,0,NA,0
